user_id,session_id,session_start,session_size,click_article_id,click_timestamp,click_environment,click_deviceGroup,click_os,click_country,click_region,click_referrer_type
299379,1508171781916335,1508171781000,2,352979,1508172099151,4,1,17,1,21,2
299379,1508171781916335,1508171781000,2,331116,1508172129151,4,1,17,1,21,2
69277,1508171782455336,1508171782000,4,277107,1508172069637,4,1,17,1,25,1
69277,1508171782455336,1508171782000,4,352979,1508172191265,4,1,17,1,25,1
69277,1508171782455336,1508171782000,4,42567,1508172605436,4,1,17,1,25,1
69277,1508171782455336,1508171782000,4,289003,1508172635436,4,1,17,1,25,1
234701,1508171782112337,1508171782000,2,277107,1508171970313,4,3,2,1,21,2
234701,1508171782112337,1508171782000,2,30389,1508172000313,4,3,2,1,21,2
118666,1508171783117338,1508171783000,4,185723,1508172103421,4,3,2,1,17,1
118666,1508171783117338,1508171783000,4,190594,1508172169490,4,3,2,1,17,1
118666,1508171783117338,1508171783000,4,362914,1508172392842,4,3,2,1,17,1
118666,1508171783117338,1508171783000,4,185924,1508172422842,4,3,2,1,17,1
137647,1508171784163339,1508171784000,2,277107,1508171967010,4,1,17,1,8,2
137647,1508171784163339,1508171784000,2,39894,1508171997010,4,1,17,1,8,2
315776,1508171784163340,1508171784000,2,312905,1508171796777,4,1,17,1,25,1
315776,1508171784163340,1508171784000,2,313391,1508171826777,4,1,17,1,25,1
79354,1508171785170341,1508171785000,5,39894,1508172058608,4,1,17,1,21,1
79354,1508171785170341,1508171785000,5,315104,1508172302509,4,1,17,1,21,1
79354,1508171785170341,1508171785000,5,183562,1508172406390,4,1,17,1,21,1
79354,1508171785170341,1508171785000,5,177442,1508172545875,4,1,17,1,21,1
79354,1508171785170341,1508171785000,5,159195,1508172575875,4,1,17,1,21,1
299483,1508171786240342,1508171786000,2,289003,1508171845261,4,3,2,1,25,2
299483,1508171786240342,1508171786000,2,73506,1508171875261,4,3,2,1,25,2
318929,1508171786196343,1508171786000,2,202381,1508171829359,4,3,2,1,16,1
318929,1508171786196343,1508171786000,2,220471,1508171859359,4,3,2,1,16,1
216295,1508171787182344,1508171787000,2,336254,1508172118778,4,1,17,1,25,2
216295,1508171787182344,1508171787000,2,158772,1508172148778,4,1,17,1,25,2
275194,1508171788396345,1508171788000,2,277107,1508174746505,4,1,17,1,7,1
275194,1508171788396345,1508171788000,2,39894,1508174776505,4,1,17,1,7,1
135267,1508171790129346,1508171790000,2,331116,1508172241195,4,1,17,1,5,2
135267,1508171790129346,1508171790000,2,277107,1508172271195,4,1,17,1,5,2
136833,1508171790198347,1508171790000,2,277107,1508171830910,4,1,17,1,25,2
136833,1508171790198347,1508171790000,2,30389,1508171860910,4,1,17,1,25,2
80222,1508171790185348,1508171790000,2,62446,1508231897180,4,1,17,1,9,2
80222,1508171790185348,1508171790000,2,62464,1508231927180,4,1,17,1,9,2
318930,1508171791351349,1508171791000,2,331116,1508171833677,4,3,20,1,25,1
318930,1508171791351349,1508171791000,2,186369,1508171863677,4,3,20,1,25,1
92937,1508171792676350,1508171792000,2,352979,1508171848285,4,1,17,1,21,2
92937,1508171792676350,1508171792000,2,39894,1508171878285,4,1,17,1,21,2
37469,1508171792340351,1508171792000,6,39894,1508172434241,4,3,2,1,13,2
37469,1508171792340351,1508171792000,6,15064,1508172678658,4,3,2,1,13,1
37469,1508171792340351,1508171792000,6,207603,1508175473815,4,3,2,1,13,2
37469,1508171792340351,1508171792000,6,277107,1508177042882,4,3,2,1,13,2
37469,1508171792340351,1508171792000,6,277712,1508177402436,4,3,2,1,13,2
37469,1508171792340351,1508171792000,6,206415,1508177432436,4,3,2,1,13,2
200004,1508171793108352,1508171793000,2,352979,1508171871863,4,1,17,1,8,2
200004,1508171793108352,1508171793000,2,39894,1508171901863,4,1,17,1,8,2
241774,1508171793414353,1508171793000,2,39894,1508171840760,4,1,12,1,11,7
241774,1508171793414353,1508171793000,2,352979,1508171870760,4,1,12,1,11,7
318931,1508171794108354,1508171794000,2,202381,1508171853841,4,1,17,1,6,2
318931,1508171794108354,1508171794000,2,352979,1508171883841,4,1,17,1,6,2
318932,1508171794266355,1508171794000,2,54392,1508171861258,4,1,17,1,8,5
318932,1508171794266355,1508171794000,2,54720,1508171891258,4,1,17,1,8,5
102295,1508171795352356,1508171795000,3,283009,1508172825433,4,3,20,1,7,2
102295,1508171795352356,1508171795000,3,39894,1508172915448,4,3,20,1,7,2
102295,1508171795352356,1508171795000,3,336254,1508172945448,4,3,20,1,7,2
161826,1508171797116357,1508171797000,3,289003,1508171813656,4,1,17,1,21,2
161826,1508171797116357,1508171797000,3,157478,1508171930549,4,1,17,1,21,2
161826,1508171797116357,1508171797000,3,206785,1508171960549,4,1,17,1,21,2
142343,1508171798377358,1508171798000,4,289003,1508172055357,4,1,17,10,28,2
142343,1508171798377358,1508171798000,4,277107,1508181855434,4,1,17,10,28,2
142343,1508171798377358,1508171798000,4,207141,1508257866787,4,1,17,10,28,2
142343,1508171798377358,1508171798000,4,119342,1508257896787,4,1,17,10,28,2
5626,1508171799374359,1508171799000,2,283009,1508171970533,4,3,20,1,25,2
5626,1508171799374359,1508171799000,2,157478,1508172000533,4,3,20,1,25,2
318933,1508171800878360,1508171800000,2,202320,1508171847171,4,1,17,1,25,2
318933,1508171800878360,1508171800000,2,283009,1508171877171,4,1,17,1,25,2
59183,1508171801375361,1508171801000,3,234353,1508174145030,4,1,17,1,21,5
59183,1508171801375361,1508171801000,3,75662,1508174670926,4,1,17,1,21,5
59183,1508171801375361,1508171801000,3,74780,1508174700926,4,1,17,1,21,5
57469,1508171802409362,1508171802000,4,277107,1508171872043,4,1,17,1,25,1
57469,1508171802409362,1508171802000,4,315104,1508172067955,4,1,17,1,25,1
57469,1508171802409362,1508171802000,4,198605,1508174090080,4,1,17,1,25,1
57469,1508171802409362,1508171802000,4,1906,1508174120080,4,1,17,1,25,1
5435,1508171804848363,1508171804000,2,39894,1508171975817,4,1,17,1,7,2
5435,1508171804848363,1508171804000,2,283009,1508172005817,4,1,17,1,7,2
32101,1508171804219364,1508171804000,2,277107,1508171868192,2,4,2,11,28,2
32101,1508171804219364,1508171804000,2,283009,1508171898192,2,4,2,11,28,2
250172,1508171804363365,1508171804000,2,206785,1508171837548,4,1,17,1,16,2
250172,1508171804363365,1508171804000,2,277107,1508171867548,4,1,17,1,16,2
165065,1508171804319366,1508171804000,3,146199,1508176139311,4,1,17,1,21,1
165065,1508171804319366,1508171804000,3,146209,1508176147220,4,1,17,1,21,1
165065,1508171804319366,1508171804000,3,146189,1508176177220,4,1,17,1,21,1
56554,1508171805240367,1508171805000,2,100706,1508172033639,4,1,17,1,25,6
56554,1508171805240367,1508171805000,2,352979,1508172063639,4,1,17,1,25,6
91069,1508171807423368,1508171807000,3,39894,1508172028871,4,1,17,1,5,2
91069,1508171807423368,1508171807000,3,308117,1508172144029,4,1,17,1,5,1
91069,1508171807423368,1508171807000,3,288991,1508172174029,4,1,17,1,5,1
318934,1508171807181369,1508171807000,2,284312,1508175363127,4,1,17,1,25,5
318934,1508171807181369,1508171807000,2,58316,1508175393127,4,1,17,1,25,5
266545,1508171811123370,1508171811000,6,84367,1508171960257,4,1,17,1,13,1
266545,1508171811123370,1508171811000,6,79772,1508172311759,4,1,17,1,13,1
266545,1508171811123370,1508171811000,6,140686,1508172640090,4,1,17,1,13,1
266545,1508171811123370,1508171811000,6,133112,1508172793637,4,1,17,1,13,1
266545,1508171811123370,1508171811000,6,132497,1508172891958,4,1,17,1,13,1
266545,1508171811123370,1508171811000,6,133432,1508172921958,4,1,17,1,13,1
48608,1508171811404371,1508171811000,4,50494,1508171841918,4,1,17,1,24,1
48608,1508171811404371,1508171811000,4,202320,1508171846980,4,1,17,1,24,1
48608,1508171811404371,1508171811000,4,288827,1508171854988,4,1,17,1,24,1
48608,1508171811404371,1508171811000,4,70429,1508171884988,4,1,17,1,24,1
