user_id,session_id,session_start,session_size,click_article_id,click_timestamp,click_environment,click_deviceGroup,click_os,click_country,click_region,click_referrer_type
15152,1507818982150556,1507818982000,2,208150,1507819152694,4,1,12,1,21,1
15152,1507818982150556,1507818982000,2,285533,1507819182694,4,1,12,1,21,1
63375,1507818985213557,1507818985000,2,348093,1507819019612,4,3,2,1,13,2
63375,1507818985213557,1507818985000,2,285533,1507819049612,4,3,2,1,13,2
173383,1507818985115558,1507818985000,2,96242,1507819102809,2,4,2,1,25,2
173383,1507818985115558,1507818985000,2,320632,1507819132809,2,4,2,1,25,2
21145,1507818996222559,1507818996000,3,285130,1507819214326,4,1,17,1,24,1
21145,1507818996222559,1507818996000,3,159529,1507819301485,4,1,17,1,24,1
21145,1507818996222559,1507818996000,3,157600,1507819331485,4,1,17,1,24,1
61341,1507818996122560,1507818996000,4,159529,1507819025032,4,3,2,1,5,1
61341,1507818996122560,1507818996000,4,158094,1507819107173,4,3,2,1,5,1
61341,1507818996122560,1507818996000,4,214084,1507823897109,4,3,2,1,5,1
61341,1507818996122560,1507818996000,4,348112,1507823927109,4,3,2,1,5,1
205166,1507818999242561,1507818999000,3,285533,1507819028477,4,1,17,1,7,2
205166,1507818999242561,1507818999000,3,183176,1507819042061,4,1,17,1,7,1
205166,1507818999242561,1507818999000,3,336245,1507819072061,4,1,17,1,7,1
105963,1507819000367562,1507819000000,2,348112,1507819010595,4,3,2,1,5,2
105963,1507819000367562,1507819000000,2,9308,1507819040595,4,3,2,1,5,2
267329,1507819000291563,1507819000000,2,324748,1507819007788,4,1,17,1,25,1
267329,1507819000291563,1507819000000,2,324249,1507819037788,4,1,17,1,25,1
225721,1507819007247564,1507819007000,2,348093,1507819036901,4,1,17,1,25,2
225721,1507819007247564,1507819007000,2,159720,1507819066901,4,1,17,1,25,2
19706,1507819009181565,1507819009000,2,159529,1507819064052,4,3,20,1,13,1
19706,1507819009181565,1507819009000,2,348109,1507819094052,4,3,20,1,13,1
60393,1507819010321566,1507819010000,3,331746,1507819052910,4,1,17,1,25,1
60393,1507819010321566,1507819010000,3,128724,1507819307749,4,1,17,1,25,1
60393,1507819010321566,1507819010000,3,129642,1507819337749,4,1,17,1,25,1
223843,1507819010379567,1507819010000,2,158094,1507819071305,4,3,2,1,17,1
223843,1507819010379567,1507819010000,2,348093,1507819101305,4,3,2,1,17,1
15095,1507819010138568,1507819010000,4,183176,1507820290542,4,3,20,1,13,2
15095,1507819010138568,1507819010000,4,128260,1507820370499,4,3,20,1,13,2
15095,1507819010138568,1507819010000,4,111043,1507820543270,4,3,20,1,13,2
15095,1507819010138568,1507819010000,4,233688,1507820573270,4,3,20,1,13,2
1999,1507819014282569,1507819014000,6,128260,1507819507957,4,3,2,1,21,2
1999,1507819014282569,1507819014000,6,319514,1507819569533,4,3,2,1,21,1
1999,1507819014282569,1507819014000,6,233688,1507819673102,4,3,2,1,21,1
1999,1507819014282569,1507819014000,6,9308,1507819859336,4,3,2,1,21,1
1999,1507819014282569,1507819014000,6,239947,1507819957441,4,3,2,1,21,1
1999,1507819014282569,1507819014000,6,120967,1507819987441,4,3,2,1,21,1
288627,1507819016246570,1507819016000,2,348112,1507819123656,4,3,20,1,3,1
288627,1507819016246570,1507819016000,2,183176,1507819153656,4,3,20,1,3,1
288628,1507819016166571,1507819016000,2,323920,1507819045782,4,3,2,1,25,1
288628,1507819016166571,1507819016000,2,348093,1507819075782,4,3,2,1,25,1
17001,1507819017387572,1507819017000,2,111080,1507819029643,4,3,2,1,8,7
17001,1507819017387572,1507819017000,2,111428,1507819059643,4,3,2,1,8,7
20721,1507819017198573,1507819017000,2,183176,1507819118285,4,3,2,1,25,2
20721,1507819017198573,1507819017000,2,233688,1507819148285,4,3,2,1,25,2
671,1507819020119574,1507819020000,4,272962,1507819039871,4,1,17,1,20,1
671,1507819020119574,1507819020000,4,336245,1507819043447,4,1,17,1,20,1
671,1507819020119574,1507819020000,4,270297,1507819072143,4,1,17,1,20,1
671,1507819020119574,1507819020000,4,270675,1507819102143,4,1,17,1,20,1
86707,1507819020243575,1507819020000,2,183176,1507819179314,4,1,17,1,25,2
86707,1507819020243575,1507819020000,2,128260,1507819209314,4,1,17,1,25,2
178421,1507819023427576,1507819023000,3,183176,1507820237180,4,1,17,1,24,1
178421,1507819023427576,1507819023000,3,336245,1507820328621,4,1,17,1,24,1
178421,1507819023427576,1507819023000,3,330894,1507820358621,4,1,17,1,24,1
170182,1507819027141577,1507819027000,2,234006,1507821008353,4,1,17,1,21,1
170182,1507819027141577,1507819027000,2,9308,1507821038353,4,1,17,1,21,1
77043,1507819028423578,1507819028000,3,254394,1507819031391,4,1,17,1,19,5
77043,1507819028423578,1507819028000,3,253968,1507819212506,4,1,17,1,19,5
