user_id,session_id,session_start,session_size,click_article_id,click_timestamp,click_environment,click_deviceGroup,click_os,click_country,click_region,click_referrer_type
39218,1506911781247292,1506911781000,3,313504,1506913489263,4,1,17,1,21,2
39218,1506911781247292,1506911781000,3,235132,1506913490021,4,1,17,1,21,2
39218,1506911781247292,1506911781000,3,284844,1506913520021,4,1,17,1,21,2
39219,1506911781285293,1506911781000,2,161178,1506911882180,4,3,2,1,21,1
39219,1506911781285293,1506911781000,2,87234,1506911912180,4,3,2,1,21,1
39220,1506911783258294,1506911783000,2,161178,1506911842011,4,3,20,1,25,2
39220,1506911783258294,1506911783000,2,160474,1506911872011,4,3,20,1,25,2
39221,1506911785142295,1506911785000,3,236613,1506912022682,4,3,20,11,28,2
39221,1506911785142295,1506911785000,3,284844,1506912112888,4,3,20,11,28,2
39221,1506911785142295,1506911785000,3,235132,1506912142888,4,3,20,11,28,2
39222,1506911785934296,1506911785000,2,235132,1506911785019,4,4,20,1,21,2
39222,1506911785934296,1506911785000,2,87203,1506911815019,4,4,20,1,21,2
39223,1506911788203297,1506911788000,3,272660,1506911802517,4,1,12,1,25,2
39223,1506911788203297,1506911788000,3,284844,1506912175764,4,1,12,1,25,2
39223,1506911788203297,1506911788000,3,236613,1506912205764,4,1,12,1,25,2
13170,1506911788304298,1506911788000,10,87207,1506913575527,4,1,17,1,21,1
13170,1506911788304298,1506911788000,10,87188,1506914072122,4,1,17,1,21,1
13170,1506911788304298,1506911788000,10,87234,1506914437090,4,1,17,1,21,1
13170,1506911788304298,1506911788000,10,207122,1506915139726,4,1,17,1,21,2
13170,1506911788304298,1506911788000,10,235132,1506916079162,4,1,17,1,21,2
13170,1506911788304298,1506911788000,10,237063,1506916942766,4,1,17,1,21,2
13170,1506911788304298,1506911788000,10,272660,1506917222607,4,1,17,1,21,2
13170,1506911788304298,1506911788000,10,272783,1506917352496,4,1,17,1,21,1
13170,1506911788304298,1506911788000,10,87173,1506917384086,4,1,17,1,21,1
13170,1506911788304298,1506911788000,10,284844,1506917414086,4,1,17,1,21,1
39224,1506911790134299,1506911790000,4,272660,1506911790054,4,4,20,1,4,2
39224,1506911790134299,1506911790000,4,236613,1506911982721,4,4,20,1,4,1
39224,1506911790134299,1506911790000,4,284844,1506912078003,4,4,20,1,4,1
39224,1506911790134299,1506911790000,4,68866,1506912108003,4,4,20,1,4,1
39225,1506911790215300,1506911790000,4,157077,1506912311677,4,1,17,1,21,1
39225,1506911790215300,1506911790000,4,87234,1506912328611,4,1,17,1,21,1
39225,1506911790215300,1506911790000,4,313504,1506912416675,4,1,17,1,21,1
39225,1506911790215300,1506911790000,4,160894,1506912446675,4,1,17,1,21,1
39226,1506911794321301,1506911794000,2,160474,1506912183439,4,3,2,1,5,2
39226,1506911794321301,1506911794000,2,58628,1506912213439,4,3,2,1,5,2
39227,1506911796400302,1506911796000,3,272660,1506911843146,4,3,20,10,28,2
39227,1506911796400302,1506911796000,3,161178,1506911863357,4,3,20,10,28,2
39227,1506911796400302,1506911796000,3,284844,1506911893357,4,3,20,10,28,2
39228,1506911804234303,1506911804000,3,272660,1506912154044,4,3,2,1,24,2
39228,1506911804234303,1506911804000,3,161178,1506912265914,4,3,2,1,24,1
39228,1506911804234303,1506911804000,3,235132,1506912295914,4,3,2,1,24,1
39229,1506911804192304,1506911804000,3,272660,1506911818528,4,3,2,1,24,2
39229,1506911804192304,1506911804000,3,273464,1506912060798,4,3,2,1,24,1
39229,1506911804192304,1506911804000,3,271904,1506912090798,4,3,2,1,24,1
17232,1506911806107305,1506911806000,4,284844,1506912272032,4,3,2,1,25,2
17232,1506911806107305,1506911806000,4,352614,1506912339579,4,3,2,1,25,1
17232,1506911806107305,1506911806000,4,348478,1506912390155,4,3,2,1,25,4
17232,1506911806107305,1506911806000,4,236613,1506912420155,4,3,2,1,25,4
3946,1506911806279306,1506911806000,3,161178,1506911813799,4,3,2,1,21,2
3946,1506911806279306,1506911806000,3,207391,1506911841927,4,3,2,1,21,2
3946,1506911806279306,1506911806000,3,202428,1506911871927,4,3,2,1,21,2
3993,1506911807328307,1506911807000,2,220466,1506912084487,4,1,17,1,25,1
3993,1506911807328307,1506911807000,2,357587,1506912114487,4,1,17,1,25,1
2359,1506911808139308,1506911808000,2,272660,1506911857560,4,3,2,1,6,2
2359,1506911808139308,1506911808000,2,313504,1506911887560,4,3,2,1,6,2
39230,1506911813314309,1506911813000,2,272660,1506911843790,4,3,20,6,28,2
39230,1506911813314309,1506911813000,2,161178,1506911873790,4,3,20,6,28,2
39231,1506911813177310,1506911813000,5,313504,1506911826173,4,3,2,1,8,2
