user_id,session_id,session_start,session_size,click_article_id,click_timestamp,click_environment,click_deviceGroup,click_os,click_country,click_region,click_referrer_type
308501,1508060186236601,1508060186000,2,209348,1508061183005,4,3,2,1,13,1
308501,1508060186236601,1508060186000,2,206763,1508061213005,4,3,2,1,13,1
116815,1508060190282602,1508060190000,2,168564,1508060620542,4,3,2,1,20,1
116815,1508060190282602,1508060190000,2,168743,1508060650542,4,3,2,1,20,1
299014,1508060203107603,1508060203000,3,206763,1508060523479,4,1,17,1,25,2
299014,1508060203107603,1508060203000,3,202652,1508060788411,4,1,17,1,25,1
299014,1508060203107603,1508060203000,3,297711,1508060818411,4,1,17,1,25,1
216484,1508060209547604,1508060209000,4,293513,1508060380841,4,1,17,1,21,2
216484,1508060209547604,1508060209000,4,217714,1508060445469,4,1,17,1,21,1
216484,1508060209547604,1508060209000,4,237822,1508062477576,4,1,17,1,21,2
216484,1508060209547604,1508060209000,4,160748,1508062507576,4,1,17,1,21,2
1769,1508060213177605,1508060213000,4,208981,1508060246972,4,3,20,1,16,1
1769,1508060213177605,1508060213000,4,284154,1508060382207,4,3,20,1,16,1
1769,1508060213177605,1508060213000,4,84907,1508060435945,4,3,20,1,16,1
1769,1508060213177605,1508060213000,4,220229,1508060465945,4,3,20,1,16,1
308502,1508060214145606,1508060214000,2,206763,1508060532611,4,3,2,1,9,1
308502,1508060214145606,1508060214000,2,70217,1508060562611,4,3,2,1,9,1
112066,1508060221103607,1508060221000,3,199474,1508060353673,4,3,2,1,12,2
112066,1508060221103607,1508060221000,3,277492,1508060529349,4,3,2,1,12,1
112066,1508060221103607,1508060221000,3,277491,1508060559349,4,3,2,1,12,1
27850,1508060225170608,1508060225000,2,293513,1508060488510,4,3,20,1,5,2
27850,1508060225170608,1508060225000,2,336261,1508060518510,4,3,20,1,5,2
42776,1508060226287609,1508060226000,3,70217,1508060264506,4,3,2,1,7,2
42776,1508060226287609,1508060226000,3,57605,1508060352681,4,3,2,1,7,1
42776,1508060226287609,1508060226000,3,299131,1508060382681,4,3,2,1,7,1
282221,1508060230339610,1508060230000,4,337143,1508060363180,4,1,17,1,25,1
282221,1508060230339610,1508060230000,4,156713,1508060412746,4,1,17,1,25,1
282221,1508060230339610,1508060230000,4,98878,1508060546031,4,1,17,1,25,1
282221,1508060230339610,1508060230000,4,98869,1508060576031,4,1,17,1,25,1
100793,1508060232271611,1508060232000,3,206763,1508060369356,4,3,2,1,16,2
100793,1508060232271611,1508060232000,3,58619,1508060775270,4,3,2,1,5,2
100793,1508060232271611,1508060232000,3,70217,1508060805270,4,3,2,1,5,2
121570,1508060236221612,1508060236000,2,355163,1508060340433,4,1,17,1,8,1
121570,1508060236221612,1508060236000,2,202325,1508060370433,4,1,17,1,8,1
308503,1508060240171613,1508060240000,5,199474,1508060270566,4,1,17,1,21,2
308503,1508060240171613,1508060240000,5,108858,1508060949675,4,1,17,1,21,1
308503,1508060240171613,1508060240000,5,57485,1508061140866,4,1,17,1,21,1
308503,1508060240171613,1508060240000,5,162700,1508061395249,4,1,17,1,21,1
308503,1508060240171613,1508060240000,5,168637,1508061425249,4,1,17,1,21,1
308504,1508060245158614,1508060245000,2,199474,1508061602714,4,3,2,1,17,2
308504,1508060245158614,1508060245000,2,343256,1508061632714,4,3,2,1,17,2
308505,1508060249129615,1508060249000,2,58619,1508061246654,4,1,17,1,17,2
308505,1508060249129615,1508060249000,2,202652,1508061276654,4,1,17,1,17,2
308506,1508060260209616,1508060260000,2,206763,1508060281419,4,4,2,1,25,2
308506,1508060260209616,1508060260000,2,277720,1508060311419,4,4,2,1,25,2
308507,1508060260272617,1508060260000,2,343256,1508060489355,2,4,20,1,25,2
308507,1508060260272617,1508060260000,2,58619,1508060519355,2,4,20,1,25,2
102762,1508060263137618,1508060263000,2,277720,1508060307182,2,4,2,1,25,2
102762,1508060263137618,1508060263000,2,343256,1508060337182,2,4,2,1,25,2
26622,1508060270895619,1508060270000,2,199474,1508060439334,4,3,2,1,25,2
26622,1508060270895619,1508060270000,2,343256,1508060469334,4,3,2,1,25,2
9414,1508060270107620,1508060270000,2,277720,1508060321068,4,3,20,1,25,2
9414,1508060270107620,1508060270000,2,199474,1508060351068,4,3,20,1,25,2
308508,1508060276262621,1508060276000,2,70217,1508060298722,4,3,2,1,7,2
308508,1508060276262621,1508060276000,2,96265,1508060328722,4,3,2,1,7,2
5045,1508060285670622,1508060285000,2,237822,1508063222710,4,1,17,4,28,2
5045,1508060285670622,1508060285000,2,199474,1508063252710,4,1,17,4,28,2
41043,1508060303324623,1508060303000,2,66066,1508060303121,4,1,17,1,24,6
41043,1508060303324623,1508060303000,2,66155,1508060333121,4,1,17,1,24,6
2032,1508060306133624,1508060306000,2,160748,1508061174735,4,1,17,1,13,1
2032,1508060306133624,1508060306000,2,108858,1508061204735,4,1,17,1,13,1
5218,1508060306352625,1508060306000,3,343256,1508060793806,4,3,2,1,13,2
5218,1508060306352625,1508060306000,3,145433,1508060997140,4,3,2,1,13,1
5218,1508060306352625,1508060306000,3,96505,1508061027140,4,3,2,1,13,1
149420,1508060311145626,1508060311000,2,158012,1508060547558,4,3,2,1,25,1
149420,1508060311145626,1508060311000,2,206768,1508060577558,4,3,2,1,25,1
308509,1508060313155627,1508060313000,2,206763,1508060347666,4,1,17,1,21,2
308509,1508060313155627,1508060313000,2,70217,1508060377666,4,1,17,1,21,2
2941,1508060318168628,1508060318000,2,355163,1508061977303,4,1,17,1,18,1
2941,1508060318168628,1508060318000,2,57485,1508062007303,4,1,17,1,18,1
308510,1508060320390629,1508060320000,2,199474,1508061080083,4,3,2,1,16,2
308510,1508060320390629,1508060320000,2,97616,1508061110083,4,3,2,1,16,2
255101,1508060328213630,1508060328000,3,336499,1508061099577,4,3,20,1,25,2
255101,1508060328213630,1508060328000,3,352496,1508061357513,4,3,20,1,25,1
255101,1508060328213630,1508060328000,3,353675,1508061387513,4,3,20,1,25,1
39308,1508060330872631,1508060330000,3,199474,1508060438307,4,3,2,1,13,2
39308,1508060330872631,1508060330000,3,343256,1508060613589,4,3,2,1,13,1
39308,1508060330872631,1508060330000,3,161580,1508060643589,4,3,2,1,13,1
120737,1508060330834632,1508060330000,3,199474,1508060504029,4,3,20,1,25,2
120737,1508060330834632,1508060330000,3,58619,1508060868742,4,3,20,1,25,1
