user_id,session_id,session_start,session_size,click_article_id,click_timestamp,click_environment,click_deviceGroup,click_os,click_country,click_region,click_referrer_type
34053,1508074583720677,1508074583000,2,161872,1508074619617,4,3,2,1,5,2
34053,1508074583720677,1508074583000,2,337143,1508074649617,4,3,2,1,5,2
191509,1508074588418678,1508074588000,2,255354,1508074636372,4,1,17,1,25,2
191509,1508074588418678,1508074588000,2,95688,1508074666372,4,1,17,1,25,2
309384,1508074592426679,1508074592000,2,161872,1508074627419,4,1,17,1,25,2
309384,1508074592426679,1508074592000,2,160748,1508074657419,4,1,17,1,25,2
240539,1508074593154680,1508074593000,3,355163,1508075046349,4,1,17,1,16,1
240539,1508074593154680,1508074593000,3,331780,1508075312832,4,1,17,1,16,1
240539,1508074593154680,1508074593000,3,218118,1508075342832,4,1,17,1,16,1
288689,1508074593411681,1508074593000,2,255354,1508074629167,4,3,2,1,13,2
288689,1508074593411681,1508074593000,2,293513,1508074659167,4,3,2,1,13,2
302966,1508074597355682,1508074597000,3,292390,1508074688603,4,1,17,1,25,1
302966,1508074597355682,1508074597000,3,288528,1508074986492,4,1,17,1,25,1
302966,1508074597355682,1508074597000,3,284154,1508075016492,4,1,17,1,25,1
64608,1508074599514683,1508074599000,2,160748,1508074616601,4,1,17,1,6,1
64608,1508074599514683,1508074599000,2,206763,1508074646601,4,1,17,1,6,1
212859,1508074600188684,1508074600000,2,277720,1508074689009,4,1,17,1,25,2
212859,1508074600188684,1508074600000,2,272514,1508074719009,4,1,17,1,25,2
218638,1508074603126685,1508074603000,2,160748,1508074979637,4,1,17,1,16,2
218638,1508074603126685,1508074603000,2,161872,1508075009637,4,1,17,1,16,2
218217,1508074606409686,1508074606000,3,74722,1508074712912,4,3,2,1,13,4
218217,1508074606409686,1508074606000,3,255354,1508074758401,4,3,2,1,13,1
218217,1508074606409686,1508074606000,3,97616,1508074788401,4,3,2,1,13,1
12149,1508074612349687,1508074612000,3,160748,1508074631157,4,3,2,1,16,2
12149,1508074612349687,1508074612000,3,161872,1508076166235,4,3,2,1,16,2
12149,1508074612349687,1508074612000,3,299131,1508076196235,4,3,2,1,16,2
846,1508074612406688,1508074612000,7,237822,1508074675502,4,1,13,1,21,1
846,1508074612406688,1508074612000,7,206763,1508074687938,4,1,13,1,21,1
846,1508074612406688,1508074612000,7,208582,1508074712550,4,1,13,1,21,1
846,1508074612406688,1508074612000,7,208981,1508074728922,4,1,13,1,21,1
846,1508074612406688,1508074612000,7,234868,1508074752150,4,1,13,1,21,1
846,1508074612406688,1508074612000,7,202652,1508074754795,4,1,13,1,21,1
